,candidate,text,sentiment
1941,Bernie Sanders,"RT @Susan_Larson_TN: New #BernieSanders #aide has alleged #history of #homophobic, #racist and #antisemitic #slurs. 

#Women #Transgender #…",positive
1942,Bernie Sanders,"New #BernieSanders #aide has alleged #history of #homophobic, #racist and #antisemitic #slurs. 

#Women… https://t.co/0AGQX2fkiX",positive
1943,Bernie Sanders,@chrisshotfirst @bearmace @HamillHimself Bruh. Nationalized industry. The empire is Bernie Sanders.,neutral
1944,Bernie Sanders,Bernie Sanders Wants To Spend $150 Billion To Provide High Speed Internet As ‘A Basic Human Right’ | The Daily Call… https://t.co/OV6CVwXNcz,positive
1945,Bernie Sanders,"Sens. Elizabeth Warren, Bernie Sanders and other Senate Democrats running for president might find themselves pulle… https://t.co/qYKkLGDqfs",negative
1946,Bernie Sanders,"RT @davidjones720: Bernie Sanders campaign staffer departs after anti-Semitic, other offensive tweets surface: reports

https://t.co/4NDFSv…",negative
1947,Bernie Sanders,"Bernie Sanders campaign staffer departs after anti-Semitic, other offensive tweets surface: reports

https://t.co/4NDFSvDdgk",negative
1948,Bernie Sanders,@BillShaikin The only thing i have ever agreed with Bernie Sanders on.,neutral
1949,Bernie Sanders,Watch Bernie Sanders Deliver Speech on Why Democratic Socialism 'Only Way to Defeat Oligarchy and Authoritarianism' https://t.co/0RKwfUbMJa,neutral
1950,Bernie Sanders,RT @jericat1: Nina Turner on Bernie Sanders' support among African Americans https://t.co/VxyFNJxC8P,neutral
1951,Bernie Sanders,RT @jericat1: Keeanga-Yamahtta Taylor: Bernie Sanders Would “Transform the Lives of Poor and Working-Class People” https://t.co/MvomuFC5du,negative
1952,Bernie Sanders,Nina Turner on Bernie Sanders' support among African Americans https://t.co/VxyFNJxC8P,neutral
1953,Bernie Sanders,Keeanga-Yamahtta Taylor: Bernie Sanders Would “Transform the Lives of Poor and Working-Class People” https://t.co/MvomuFC5du,negative
1954,Bernie Sanders,"Bernie Sanders Tribute: Thank You Bernie, The Struggle Continues. Bernie 2020. #Bernie2020 https://t.co/B1fteHXZ9Y",neutral
1955,Bernie Sanders,"Yep, Bernie Sanders is a sorry SOB. https://t.co/NScK7AM5XA",negative
1956,Bernie Sanders,The Remedy: What if Bernie Sanders Won The White House? https://t.co/GSAwOAU65h,neutral
1957,Bernie Sanders,Sanders leads fight against 'obscene' Trump plan to cut food stamp access https://t.co/T1xPySs63a,neutral
1958,Bernie Sanders,The Oligarchs that own TV stations in America do not want Bernie Sanders as President. So my vote goes to #BernieSanders2020,positive
1959,Bernie Sanders,"@mehdirhasan Sanders did NOT help Clinton's campaign, and plenty of the Bernie bros did not vote. Inform yourself.",neutral
1960,Bernie Sanders,RT @ZachMoonshine: Feliquan Charlemagne of U.S. Youth Climate Strike Endorses Bernie Sanders for President - @berniesanders https://t.co/cv…,neutral
1961,Bernie Sanders,RT @ZachMoonshine: Isra Hirsi of U.S. Youth Climate Strike Endorses Bernie Sanders for President - @berniesanders https://t.co/g2ITiLb2B4,neutral
1962,Bernie Sanders,RT @ZachMoonshine: Pujan Patel of U.S. Climate Strike Endorses Bernie Sanders for President - @berniesanders https://t.co/1gWQLUy2Be,neutral
1963,Bernie Sanders,RT @ZachMoonshine: Daylon Prochaska of U.S. Youth Climate Strike Endorses Bernie Sanders for President - @berniesanders https://t.co/zbhg4r…,neutral
1964,Bernie Sanders,"Bernie Wants To Fix The Damn Internet | Tim Black - @tbtv: Bernie Sanders unveils plan to boost broadband access,… https://t.co/RiacKSLrS3",positive
1965,Bernie Sanders,RT @poohsbrana: Join me in supporting Bernie Sanders via @actblue https://t.co/VmsPZTcFEx #FeeltheBern #Bernie2020 #NotMeUs,positive
1966,Bernie Sanders,"Bernie Sanders Top Choice Among College Students, Followed by Trump https://t.co/YJzPMj4ZPi",positive
1967,Bernie Sanders,Join me in supporting Bernie Sanders via @actblue https://t.co/VmsPZTcFEx #FeeltheBern #Bernie2020 #NotMeUs,positive
1968,Bernie Sanders,Been thinking a lot about reparations- specifically contrasting the proposals from Elizabeth Warren and Bernie Sand… https://t.co/ScxzVxI5b9,neutral
1969,Bernie Sanders,"You know, some plans are encouraging. Some seem impossible, maybe even unhinged from reality. But isn’t it great to… https://t.co/ZLfxRelrom",positive
1970,Bernie Sanders,Bernie Sanders Beanie Winter Hat with Hair https://t.co/H1eG61NIJA,neutral
1971,Bernie Sanders,Bernie Sanders Proposes Ending All Corporate Giving in U.S. Elections https://t.co/fyyp7X8wpc,neutral
1972,Bernie Sanders,@Arkiegirl01 Bernie Sanders getting a lap dance,neutral
1973,Bernie Sanders,@SenSanders are you game?https://t.co/ITYSehQhy2,negative
1974,Bernie Sanders,@caitiedelaney your DMs are going to be flooded with “bernie sanders should be president” meta-jokes in the morning.,neutral
1975,Bernie Sanders,"""Interviewing Bernie Sanders"" by Michael Barbaro via NYT https://t.co/AowKpSYpSa",neutral
1976,Bernie Sanders,CNN Segment Demonstrates Why Bernie Sanders Can WIN in Trump Country https://t.co/KTqFBdQUOG,positive
1977,Bernie Sanders,@Yishay__Majors @18major No. You are now saying that you just don't care. Period. You are now saying you are just a… https://t.co/sBEk1N2N77,neutral
1978,Bernie Sanders,"This is not the progressive we need in the White House. Vote Bernie Sanders 2020, because you know he will fight fo… https://t.co/yyEETdMiTf",neutral
1979,Bernie Sanders,This is why Bernie Sanders will be president 2020! https://t.co/O9hn7FUy6U,neutral
1980,Bernie Sanders,I just donated to Bernie Sanders' campaign for the first time this election cycle. I was hoping to save my contribu… https://t.co/tKvCBfwHGD,positive
1981,Bernie Sanders,Americans Maintain a Positive View of Bernie Sanders https://t.co/Ae8oM62TgN,positive
1982,Bernie Sanders,RT @artsyboy1985: @lesliern92 @abigailstern1 @notcapnamerica The DNC kissed Bernie’s ass and look at the mess that it is in. Now count in t…,negative
1983,Bernie Sanders,U.S. Sen. Bernie Sanders wants to leverage existing anti-trust laws to break up telecommunications monopolies and u… https://t.co/1hbVOIWFj9,positive
1984,Bernie Sanders,"Venezuela was my home, and socialism destroyed it. Slowly, it will destroy America, too. https://t.co/ZMwD6zmAUr",negative
1985,Bernie Sanders,"Bernie Sanders unveils plan to boost broadband access, break up internet and cable titans https://t.co/zPv1NBbp7b",neutral
1986,Bernie Sanders,@lesliern92 @abigailstern1 @notcapnamerica The DNC kissed Bernie’s ass and look at the mess that it is in. Now coun… https://t.co/RXh7deUXaR,negative
1987,Bernie Sanders,RT @davidjones720: Hillary Clinton Hints Bernie Sanders Might Be a Russian Asset https://t.co/LX3a3BmP8T,neutral
1988,Bernie Sanders,RT @Splatypus76: @greg06897 @Of_the_People7 @BernieSanders Do they ever cover him normally at all? As in not just having some guest bash hi…,positive
1989,Bernie Sanders,And if u think Bernie sanders is gonna get the nomination you are absolutely fucking delusional,negative
1990,Bernie Sanders,"Under normal circumstances, the multiracial working class is invisible. https://t.co/7YQl34uEXy",positive
1991,Bernie Sanders,"&gt;&gt; It’s not hyperbole to call the fight a potential bend point in the history of the Democratic Party, with stakes… https://t.co/lzIdfAu4xL",neutral
1992,Bernie Sanders,RT @TALK1370: HEADLINES: Veteran who contemplated suicide reunites with Bernie Sanders https://t.co/TzxjEX2rLM,neutral
1993,Bernie Sanders,HEADLINES: Veteran who contemplated suicide reunites with Bernie Sanders https://t.co/TzxjEX2rLM,neutral
1994,Bernie Sanders,"via @FDRLST: Linda Sarsour Is Too Antisemitic For The Women’s March, But Not For Bernie Sanders… https://t.co/HXr5l984fB",neutral
1995,Bernie Sanders,"@ScarletSagex @marvin_knowles Since we're beating dead horses...

https://t.co/iFOXiZAh0V",negative
1996,Bernie Sanders,@PepperOceanna trying to think of the absolute worst possible choice a Bernie Sanders could pick while remaining Be… https://t.co/Qkyr45FckY,negative
1997,Bernie Sanders,"&gt;&gt; Mitch Henry, co-founder and board member of the Asian and Latino Coalition, on Wednesday endorsed Sen. Bernie Sa… https://t.co/GfEgAsQslM",neutral
1998,Bernie Sanders,@NelStamp @BKforBernie Bernie stayed consistent on #MedicareForAll and has been rising in the polls for months now.… https://t.co/3WoGb2LQv5,positive
1999,Bernie Sanders,"@BatmandaSilver The ideology of jealousy &amp; envy is evil.

If honest, all the folks that call (m)/billionaires evil… https://t.co/BoghPfkQrk",negative
2000,Bernie Sanders,@greg06897 @Of_the_People7 @BernieSanders Do they ever cover him normally at all? As in not just having some guest… https://t.co/MH987h6G8L,positive
2001,Bernie Sanders,"RT @IMAO_: “Bernie Sanders, in your ad you say you _won’t_ utterly destroy the economy. Is that a typo?”",negative
2002,Bernie Sanders,"“Bernie Sanders, in your ad you say you _won’t_ utterly destroy the economy. Is that a typo?”",negative
2003,Bernie Sanders,"RT @D_jeneration: Breaking
Joe Biden maintains a massive lead in a new South Carolina ranked-choice poll https://t.co/dpMP8dYEpY via @voxdo…",positive
2004,Bernie Sanders,"I remember this man, I teared up too. Bless Bernie Sanders and this man. Having an illness like Huntington's is eno… https://t.co/jqZH1j6i4Q",neutral
2005,Bernie Sanders,"RT @austin_DSA: 100 people canvassed to elect Bernie Sanders to the White House and Heidi Sloan to Congress today.

We need you to get invo…",positive
2006,Bernie Sanders,😜 https://t.co/aS5xMxNdOj,neutral
2007,Bernie Sanders,RT @Thejuicyhugo: https://t.co/SVW4OuHfwj sounds like bullshit to me. What do you think? @KyleKulinski  @TYT  @thehill,neutral
2008,Bernie Sanders,https://t.co/SVW4OuHfwj sounds like bullshit to me. What do you think? @KyleKulinski  @TYT  @thehill,neutral
2009,Bernie Sanders,@Jared_Carrabis Whenever I see monetary numbers like that I think of Bernie Sanders coming for it 😆 https://t.co/bWKE8x9OVk,neutral
2010,Bernie Sanders,"RT @SiegelForTexas: 100 yrs ago we extended electricity to every rural community. Let’s do it again.

In #TX10, in 7 rural counties, studen…",neutral
2011,Bernie Sanders,RT @jjjjjustis: gonna tell my kids this was Bernie Sanders https://t.co/hTIPdmJLwr,neutral
2012,Bernie Sanders,Resurfaced Video Shows Bernie Sanders Criticizing Media for Not Covering Climate Change in 1989 https://t.co/fptJi6E74i,neutral
2013,Bernie Sanders,@nashville_brook @johncusack @DaShanneStokes @HillaryClinton @BernieSanders The 2016 election was always Hillary's… https://t.co/k9IsWMP3Ut,neutral
2014,Bernie Sanders,via @gatewaypundit: Bernie Sanders Responds to Digs From Hillary Clinton: ‘I’m Sorry That Hillary Clinton is Re-Run… https://t.co/s2EEJc3MA6,negative
2015,Bernie Sanders,"RT @SpryGuy: @mehdirhasan She's telling the truth, and you're asking her why?

She's nailing it, and you're whining?

Bernie Sanders did NO…",neutral
2016,Bernie Sanders,Venezuela Lawmaker Dares Bernie Sanders to Visit Socialist Country Without Bodyguards https://t.co/YZxRXHfxGG,neutral
2017,Bernie Sanders,@JoeBiden @ElliotEBK That's right. Bernie Sanders.  And he can still go an hour without saying anything completely incomprehensible.,positive
2018,Bernie Sanders,RT @Jayne_C_O: @MarvinGardens55 @KHiveQueenB Unironic observation of the day: Bernie Sanders' initials are B.S. 😅,neutral
2019,Bernie Sanders,@MarvinGardens55 @KHiveQueenB Unironic observation of the day: Bernie Sanders' initials are B.S. 😅,neutral
2020,Bernie Sanders,@MarciaBunney @blakesmustache Except her voting record isn’t close to Sanders. Bernie voted against the sanctions a… https://t.co/tED7sqCAbf,neutral
2021,Bernie Sanders,"Bernie Sanders Staffer Departs Over Anti-Semitic, Homophobic Tweets: Report https://t.co/JHXKRzNguq via @dailycaller",neutral
2022,Bernie Sanders,Really Hillary? Pulease... https://t.co/FkeMUhi5Iz,positive
2023,Bernie Sanders,Bernie Sanders Get BIG Endorsement https://t.co/GA59Tf3M6s via @YouTube,neutral
2024,Bernie Sanders,"100 yrs ago we extended electricity to every rural community. Let’s do it again.

In #TX10, in 7 rural counties, st… https://t.co/ZfLqM9Fhuw",neutral
2025,Bernie Sanders,@ChaseMadar @spencer_parsons the race was always hers to lose. Trump didn't win so much as she LOST.  She had been… https://t.co/zjrZa3quxK,positive
2026,Bernie Sanders,"Breaking
Joe Biden maintains a massive lead in a new South Carolina ranked-choice poll https://t.co/dpMP8dYEpY via @voxdotcom",positive
2027,Bernie Sanders,@OBeirnekids Bernie Sanders Tops New California Poll—But You Wouldn't Have Known It By Reading This LA Times Headli… https://t.co/X6a2zREkLJ,positive
2028,Bernie Sanders,"Bernie Sanders Staffer Departs Over Anti-Semitic, Homophobic Tweets — #Report
Left eating its own
https://t.co/R8gFYqqypS",positive
2029,Bernie Sanders,Bernie Sanders once worked as a carpenter. Did he ever build a house for a bad person? Has no one ever looked into… https://t.co/LHYJcptEBm,negative
2030,Bernie Sanders,"CNN: Sanders responds to Clinton's accusation: 'I'm sorry that Hillary Clinton is rerunning 2016'.
https://t.co/ib031W7cRc

via @GoogleNews",negative
2031,Bernie Sanders,"&gt;&gt; SEN. BERNIE SANDERS faced a media blackout that helped sink his 2016 run for president. Ahead of 2020, the trend… https://t.co/QvyZldDNd7",neutral
2032,Bernie Sanders,"&gt;&gt; BERNIE SANDERS in 1991.  
As a freshman in Congress, Bernie argues for single-payer.

""Millions of our people wi… https://t.co/u3s3I9CgBY",negative
2033,Bernie Sanders,Slow Jam the News with Senator Bernie Sanders https://t.co/qgUbVTjiPe via @YouTube,negative
2034,Bernie Sanders,Yes https://t.co/3ganBbYblQ,neutral
2035,Bernie Sanders,"Bernie Sanders unveils plan to boost broadband access, break up internet and cable titans https://t.co/4uKg5jcuFp",neutral
2036,Bernie Sanders,"100 people canvassed to elect Bernie Sanders to the White House and Heidi Sloan to Congress today.

We need you to… https://t.co/Ylb7v6ENp8",positive
2037,Bernie Sanders,"RT @SpryGuy: @MattMurph24 Bernie Sanders is such a condescending sexist ass.

Every time he opens his mouth he gives me more reasons to loa…",positive
2038,Bernie Sanders,RT @SpryGuy: BREAKING: Man Takes Credit for Woman's Idea That He Repeatedly Said Was Garbage https://t.co/4lPs4SgV56 (seriously... fuck Ber…,negative
2039,Bernie Sanders,"@MattMurph24 Bernie Sanders is such a condescending sexist ass.

Every time he opens his mouth he gives me more rea… https://t.co/vRo2Je1ls6",positive
2040,Bernie Sanders,via @instapundit: PAST PERFORMANCE IS NO GUARANTEE OF FUTURE RESULTS: [VIDEO] Bernie Sanders Opposed Amnesty for Il… https://t.co/usgaoEQ6KJ,negative
2041,Bernie Sanders,Who decides what “good” is? Because my definition of good and Bernie Sanders definition of good is completely diffe… https://t.co/5wNarGhQf7,positive
2042,Bernie Sanders,"@SethimusTwitius trump will eat biden alive in a general and it will not be putin’s fault, and it will not be jill… https://t.co/jmGP4LPOjh",positive
2043,Bernie Sanders,The “Bernie Blackout” Is in Effect — and It Could Help Sanders Win https://t.co/HJ6jLHiQkA #SmartNews,positive
2044,Bernie Sanders,Hillary Identifies Another Russian Asset: Bernie Sanders https://t.co/dFNIyNJceH,neutral
2045,Bernie Sanders,"RT @PoliticalMemes5: @QueenInYeIIow When they say Bernie Sanders didn't work hard enough trying to get Hillary Clinton elected, they're jus…",negative
2046,Bernie Sanders,@PelosiLegatus @JewelsJourneys Bernie Sanders has failed EVERY test of character and leadership he's ever been give… https://t.co/jNUQ9yOh5e,negative
2047,Bernie Sanders,"RT @ProgressiveSl: Obama was a sellout #Neoliberal. #OpposeNeoliberals like @HillaryClinton, @BarackObama and @SpeakerPelosi. #Bernie2020 i…",neutral
2048,Bernie Sanders,"Obama was a sellout #Neoliberal. #OpposeNeoliberals like @HillaryClinton, @BarackObama and @SpeakerPelosi.… https://t.co/03Zeoz3Wg0",neutral
2049,Bernie Sanders,"Today solidified my support for Bernie Sanders and why I am going to volunteer ALL-IN, and back to campaigning, no… https://t.co/WdOfIBlgaR",neutral
2050,Bernie Sanders,"https://t.co/kQmbmFKX4K

The #kindle edition of my popular #Bernie book is out. And, it is Bernie-Free, which means… https://t.co/2pu7alM0QU",positive
2051,Bernie Sanders,"https://t.co/OPHKlycNSd

The #kindle edition of my popular #Bernie book is out. And, it is Bernie-Free, which means… https://t.co/8YR8zbKVvf",positive
2052,Bernie Sanders,"@FisherBurton @ewarren @ceprdc @JoeBiden Good. Then we agree on one thing:

https://t.co/DpDwhSrJ0G

And you may no… https://t.co/uvpH75cm54",positive
2053,Bernie Sanders,@joncoopertweets @RepSwalwell But we’re stuck with more Bernie Sanders.,positive
2054,Bernie Sanders,@AmandaMarcotte I support Bernie and I completely disagree on the basis that my support for him has nothing to do w… https://t.co/XEYgyp7y8v,positive
2055,Bernie Sanders,I've just seen a few people online who almost worship Bernie and expect that America will magically become socialis… https://t.co/iyUjL5c7Aj,positive
2056,Bernie Sanders,The Technology 202: Bernie Sanders just made Internet providers a new 2020 target - https://t.co/vaYzof04tu https://t.co/MUFPWB2gRa,positive
2057,Bernie Sanders,Bernie Sanders- second only to baby Yoda. 2020 is gonna be a weird year. https://t.co/A8xPbd1RaU,negative
2058,Bernie Sanders,"of my political awareness, but I still remember her telling me that. 
Why am I tweeting about this story? It's beca… https://t.co/eB3ufJr2D4",neutral
2059,Bernie Sanders,Sanders responds to Clinton's accusation: 'I'm sorry that Hillary Clinton is rerunning 2016' https://t.co/jsYcojjMnZ,negative
2060,Bernie Sanders,RT @ndillydalley: As I have began to understand our country's history of racism and other inequitable acts it has become more and more appa…,positive
2061,Bernie Sanders,"RT @RyleyRadical: Oh sis, you gotta stop listening to Bernie Sanders. Talk to a black or brown person in your life ASAP. https://t.co/HHLVI…",negative
2062,Bernie Sanders,RT @PubliusDB: If the pro­gres­sive soak-the-rich poli­cies of pres­i­den­tial can­di­dates Eliz­a­beth War­ren and Bernie Sanders are re­a…,positive
2063,Bernie Sanders,As I have began to understand our country's history of racism and other inequitable acts it has become more and mor… https://t.co/x4zuQPRpCp,positive
2064,Bernie Sanders,"My list:

1) Bernie
2) Bernard
3) Sanders
4) That guy that wrote the damn bill
5) The #NotMeUs guy
6) The guy with… https://t.co/CWMFMV80k2",neutral
2065,Bernie Sanders,"RT @Allouchsit: Except Bernie Sanders, who, with his 3 mansions and millions in the bank, is not a member of the working class. https://t.c…",neutral
2066,Bernie Sanders,"Then, consider ...
Are Progressive Democrats Really the ""Far"" Left?
Thom Hartmann Program, 25 Jun 2019
Is affordabl… https://t.co/q723QP6R87",positive
2067,Bernie Sanders,"Except Bernie Sanders, who, with his 3 mansions and millions in the bank, is not a member of the working class. https://t.co/sofHvT2hhF",neutral
2068,Bernie Sanders,"@jaketapper Magnificent answer from Bernie Sanders. If he is the nominee, I will support him wholeheartedly and if… https://t.co/bZWywPxDoz",positive
2069,Bernie Sanders,Bernie Sanders pulls ahead of 2020 Democratic presidential rivals in California: Poll https://t.co/dDWhTvHDCD,neutral
2070,Bernie Sanders,"Bernie Sanders proposes faster, cheaper broadband with $150B internet overhaul https://t.co/PeEQCc9p85 via… https://t.co/gEmPFxu0Ph",neutral
2071,Bernie Sanders,"Bernie Sanders campaign staffer departs after anti-Semitic, other offensive tweets surface: reports | Fox News https://t.co/Kty0WDDtyL",negative
2072,Bernie Sanders,"Oh sis, you gotta stop listening to Bernie Sanders. Talk to a black or brown person in your life ASAP. https://t.co/HHLVID8urN",negative
2073,Bernie Sanders,@AnnCoulter A jab at Bernie Sanders et al?,neutral
2074,Bernie Sanders,@BadJohnBrown She won't endorse Bernie Sanders. Anyone else has lost anyway,neutral
2075,Bernie Sanders,If the pro­gres­sive soak-the-rich poli­cies of pres­i­den­tial can­di­dates Eliz­a­beth War­ren and Bernie Sanders… https://t.co/KjGubsIOJG,positive
2076,Bernie Sanders,"Bernie Sanders Campaign Staffer Fired for Alleged Antisemitic, Anti-Gay Remarks https://t.co/rZ2oZ7ePe6 via @BreitbartNews",positive
2077,Bernie Sanders,Bernie Sanders is First Presidential Candidate to Visit Comanche Nation Since Teddy Roosevelt https://t.co/KUI0cZBlba,positive
2078,Bernie Sanders,"Zuckerberg is getting flack for wanting to set up a network providing free WiFi access across the planet. 

Of cour… https://t.co/8QeArafKrh",positive
2079,Bernie Sanders,"@JournalistEW Bernie Sanders made Hillary Clinton, a horrible candidate?",negative
2080,Bernie Sanders,@kgbwaly @AmziQureshi @JimBrownBlue @barrywlynn @PrettyGoodPhil @mehdirhasan @PeteButtigieg Or we could just elect… https://t.co/0GcdDzfDCP,positive
2081,Bernie Sanders,Imagine if Bernie Sanders was president these past 4 years 🥺❤️,negative
2082,Bernie Sanders,"Senator Bernie Sanders on Ariana Grande's Endorsement and Growing Up Brooklyn... 
...also discusses the DJT Impeach… https://t.co/E1nsbHZAAh",neutral
2083,Bernie Sanders,What Bernie told Lou Dobbs in 2007 about opposing the Kennedy-McCain immigration bill https://t.co/DwfHqazq24 via @voxdotcom,neutral
2084,Bernie Sanders,@lisapease @a_big_skeleton @Whatapityonyou And if those who actually voted for Bernie in primaries hadn't shown up… https://t.co/STjL0eTQEP,neutral
2085,Bernie Sanders,"@LadyReverbs I’ve been an independent my whole adult life, since Bernie’s run in 2016 I have been actively working/… https://t.co/uNakJv5Prc",positive
2086,Bernie Sanders,@RobinJOJO How many general election races has Bernie Sanders won vs the number he has lost? Now do Pete Buttigieg.,positive
2087,Bernie Sanders,"@DennisOLeary50 @PaulSorrentino3 @BernieSanders I never questioned his sincerity.

Even if you get the right answer… https://t.co/EgSMNMzV3g",positive
2088,Bernie Sanders,"Bernie Sanders unveils plan to boost broadband access, break up internet and cable titans https://t.co/DYjwwbMYCI",neutral
2089,Bernie Sanders,"I find Bernie Sanders... vexing. In a number of ways. But I do like a lot of his ideas, this one in particular. https://t.co/bseCV1pL9C",positive
2090,Bernie Sanders,All of my followers are voting for Bernie Sanders. https://t.co/Sq3T5XJkZg,neutral
2091,Bernie Sanders,"This would not have happened if Kamala was still in race. Why so late with tweets covering CA politics, @jack ?  Do… https://t.co/0cYPsC6H2Y",negative
2092,Bernie Sanders,Ariana Grande wrote the capitalist anthem and had a photo op with Bernie Sanders all in one year. The duality of man!,neutral
2093,Bernie Sanders,RT @theboom1: @AJentleson Hey @PeteButtigieg can you clarify this here. Do you or do you not support Bernie Sanders Medicare for all bill?,neutral
2094,Bernie Sanders,Bernie Sanders moves ahead in California’s fluid 2020 Democratic race  https://t.co/FApaAixDGk,neutral
2095,Bernie Sanders,RT @LuanaMacLac: Hillary Clinton Hints Bernie Sanders Might Be a Russian Asset  https://t.co/Hf8rc9Kvho,neutral
2096,Bernie Sanders,Hillary Clinton Hints Bernie Sanders Might Be a Russian Asset  https://t.co/Hf8rc9Kvho,neutral
2097,Bernie Sanders,I absolutely love Bernie Sanders. Infinite integrity. https://t.co/U4JDU6uhQ2,positive
2098,Bernie Sanders,"https://t.co/R1n2Knu4M0

No, Hillary did not destroy Bernie Sanders. 

What she did destroy was the tiny benefit-of… https://t.co/eEAmwTgwP1",negative
2099,Bernie Sanders,Pete Buttigieg is less of a Democrat than Bernie Sanders. https://t.co/Cyq6CYhsEG,negative
2100,Bernie Sanders,"Poll: Fans of Bernie Sanders, Liz Warren Oppose Free Speech, Want Jail Time for Speech Offenders… https://t.co/03hkJesdpP",positive
2101,Bernie Sanders,"If you want to see another great example of how Bernie Sanders has inspired bottom up change, read this. Also, huge… https://t.co/obHShqVPTy",positive
2102,Bernie Sanders,"@BernieSanders Hi, Bernie Sanders. You have endorsed many many anti-abortion candidates. Might want to look into th… https://t.co/CGzI4mtsSU",positive
2103,Bernie Sanders,We absolutely need the younger votes to win. No question. https://t.co/G9lxaztU8k,positive
2104,Bernie Sanders,"RT @alv_rch: Bernie Sanders HAS a mission.
Tulsi Gabbard HAS a mission.
Andrew Yang HAS a mission.

They all are TRULY fighting and standin…",neutral
2105,Bernie Sanders,"@CharlesEichholz @mtaibbi Didn't say Bernie vote, said support. https://t.co/jJgZ2N64Fg",neutral
2106,Bernie Sanders,In Bernie Sanders’s America it will be legal for servers to verbally assault customers who walk in 15 minutes to cl… https://t.co/oqfrQCYBzU,positive
2107,Bernie Sanders,"'He's Just...Erased': PBS 2020 Segment Finds Time for Klobuchar, Sestak, and Bullock—But Completely Ignores Bernie… https://t.co/WhB3Eq12MG",positive
2108,Bernie Sanders,@AmandaMarcotte Calling Kamala Harris a cop is no different than saying Bernie Sanders isn't a Democrat.,neutral
2109,Bernie Sanders,@laurenduca Do not lump Bernie Sanders in there do not erase his ethnic identity.,neutral
2110,Bernie Sanders,"@leahmsilverman :-(

Condolences.

That said, this is the only context ever where I’ll recommend this. But please support Bernie Sanders.",neutral
2111,Bernie Sanders,@ThirdWayKessler Bernie Sanders is the son of a Jewish polish immigrant first grade American. You are sickening whe… https://t.co/kZO3ruuEvV,negative
2112,Bernie Sanders,@DashWallkick @HillaryClinton https://t.co/OQud93q2o6 I ain’t alone and if you step outside your box you might disc… https://t.co/vJO9JxzzHj,neutral
2113,Bernie Sanders,CNN Segment Demonstrates Why Bernie Sanders Can WIN in Trump Country https://t.co/VfyeOjz2OQ,positive
2114,Bernie Sanders,"@johnhardrock_86 @PrisonPlanet I’ll give you the dingbat signal when Bernie Sanders is Orthodox Jewish. Until then,… https://t.co/wPZ09pxLXe",negative
2115,Bernie Sanders,@gopTODD One good Biden dis isn't enough to make a campaign. Democrats have had enough with wishy-washy moderates w… https://t.co/Ki8JCSgKNJ,positive
2116,Bernie Sanders,Senator Harris is pulling her presidential campaign and there’s a skinspiracy theory floating around that the remai… https://t.co/PZlvqfdTZk,neutral
2117,Bernie Sanders,RT @brennndddaaa: these carolers are singing bernie sanders christmas songs I love liberal states https://t.co/k6SHz3CMQ5,positive
2118,Bernie Sanders,RT @UnseatBernie: Stickin' to His Guns? The #NRA Helped Elect Bernie Sanders to Congress. Now He's Telling a Different Story. | #BernieSand…,positive
2119,Bernie Sanders,Bernie Sanders’s Path to Victory? The Multiracial Working Class https://t.co/wk0eJBruGi,neutral
2120,Bernie Sanders,Good piece by @realLandsEnd on the @BernieSanders disability rights platform. Worth a read: https://t.co/IbATSZnJF4,positive
2121,Bernie Sanders,Why is resurgence in quotes in this headline? https://t.co/YlxpVo0uMn,neutral
2122,Bernie Sanders,"I am excited to be part of @cpdaction, a network of people fighting for a country where we can all live with dignit… https://t.co/QrSxD3pJ5O",positive
2123,Bernie Sanders,"RT @CarmenLLoveB: HAH I just remembered a moment from my pro domme session earlier today. I was standing above the Sub, looking down at him…",negative
2124,Bernie Sanders,RT @janeosanders: Bernie Sanders fans go caroling in Ann Arbor https://t.co/2oRv7jPemB,neutral
2125,Bernie Sanders,Stickin' to His Guns? The #NRA Helped Elect Bernie Sanders to Congress. Now He's Telling a Different Story. |… https://t.co/OIKDnCTYg7,positive
2126,Bernie Sanders,A script she took directly from Bernie Sanders- who became a millionaire from book sales. https://t.co/e8TuuKtpg8,positive
2127,Bernie Sanders,"@Noahpinion You think that's bad, read this. #VettingBernie #GunSafety https://t.co/n3sHUjtj93",negative
2128,Bernie Sanders,Cory Booker and 12 Other Dems Just Stopped Bernie Sanders’ Amendment to Lower Prescription Drug Costs… https://t.co/raSAoXPQm5,negative
2129,Bernie Sanders,@ssarahslug @magggiemcd noooo bernie sanders is a baby,neutral
2130,Bernie Sanders,"HAH I just remembered a moment from my pro domme session earlier today. I was standing above the Sub, looking down… https://t.co/WdfxisrZ6V",negative
2131,Bernie Sanders,".""The resolution in the Senate has 14 co-sponsors, including Leahy’s seat mate, Sen. Bernie Sanders, I-Vt.""… https://t.co/Q7EjreH4tT",neutral
2132,Bernie Sanders,Bernie Sanders Get BIG Endorsement  #MarkDice #Breaking #trade #AmericaFirst #tcot #America #SpyGate #NRA… https://t.co/TEPKGMRMqR,neutral
2133,Bernie Sanders,RT @dianesolomon: @Norfolkngood5 @James_Evans_huh @skwawkbox @angelMsattya We have crowds like it here in The US for Bernie Sanders! They’r…,neutral
2134,Bernie Sanders,La farce de l'année ! Bernie #Sanders reçoit l'appui d'un acteur socialiste de Hollywood (fortune de 30 millions$)… https://t.co/qFJJWmELJ7,negative
